"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"d3f1668a-af16-4706-bb29-37e9eb00bc57","Domar a la divina garza - Sergio Pitol.txt","protagonista","char-offset:19441","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes|#novelista","Personaje de DDG creado por el novelista","",""
"9278cc65-d6e2-4987-8311-980538d58cd7","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:19523","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"70628ae9-3629-486d-927a-0ad3eac658e4","Domar a la divina garza - Sergio Pitol.txt","laberinto gogoliano","char-offset:19621","","","","","","","","","#intertexto|#puesta en abismo|#carnaval","Intertexto Gogol ""Almas muertas""","",""
"87b6d85e-b53f-43a7-ba29-b8fc61edf67d","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:19728","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"6441d328-b22c-43fb-95a4-efde56d35033","Domar a la divina garza - Sergio Pitol.txt","Alighieri por Virgilio","char-offset:19992","","","","","","","","","#intertexto|#puesta en abismo|#creación literaria","Intertextos","",""
"ac3852a4-6ffa-4fd2-85b7-cb55bff3fb4d","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:20058","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"e1374614-8c22-4c44-bbd5-229d9975f535","Domar a la divina garza - Sergio Pitol.txt","viejo escritor","char-offset:20428","PERSON","","","","","","","","#narrativa|#creación literaria|#edad|#novelista","Novelista","",""
"a7e5b6c1-d596-41d8-b2bd-df49c9584089","Domar a la divina garza - Sergio Pitol.txt","hipotética próxima novela.","char-offset:20470","","","","","","","","","#creación literaria|#narrativa|#novela","Se trata de DDG, novela que estamos leyendo","",""
"b76f6f95-4d1d-43ba-a758-873a0c77395e","Domar a la divina garza - Sergio Pitol.txt","Dante C. de la Estrella","char-offset:20571","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes|#novela","Nombre del protagonista de DDG","",""
"b30d68ae-326e-4f1a-8b62-702f25e0d627","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:23009","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"6f3b1440-c609-4a20-8f91-fe979f5c1d6e","Domar a la divina garza - Sergio Pitol.txt","Tepoztlán","char-offset:23660","PLACE","http://sws.geonames.org/3515811","Tepoztlán","","18.98622","-99.10051","","VERIFIED","","","",""
"f2cfcbeb-9496-4295-97cb-55ddc2b92e36","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:26968","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"48a1ba40-46c9-4aee-9a8c-866f77760cda","Domar a la divina garza - Sergio Pitol.txt","la obra","char-offset:29277","EVENT","","","","","","","","#creación literaria|#narrativa|#intertexto","Proceso creativo","",""
"ee3b5c48-9913-4c56-9e48-ffea9f413bf7","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:31513","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"45b7a521-8e57-4b3d-bc95-6f0fd187d366","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:31991","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"a94bbea7-7430-4e4b-ab7e-d75383b43b73","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:34866","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"0a974b08-27f5-4676-bc35-80d38b7c4459","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:35250","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"b3589f50-5dda-4b05-9c4d-ab5f560ad6da","Domar a la divina garza - Sergio Pitol.txt","literatura","char-offset:35348","EVENT","","","","","","","","#creación literaria|#narrativa","Creación literaria","",""
"132fbcc1-9d24-4211-a885-8907397b2269","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:43367","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"19207b5a-87ef-45d9-a3db-e46cd302e6aa","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:44346","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"eea76736-67b6-4403-95a9-15875dc9a07a","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:47031","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"2802ad81-b1b6-467b-bde6-4782871b6435","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:52399","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"24ec6ee5-e056-440a-bf3d-a7c56acaf814","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:54232","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"d5040273-dadf-4e13-9448-08bec5500f43","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:54513","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"62501f75-66c6-400b-8173-5cc96d7cd270","Domar a la divina garza - Sergio Pitol.txt","protagonista","char-offset:55695","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes|#novelista","Personaje de DDG creado por el novelista","",""
"759d5fc5-722b-47e7-92f6-a442cd392d55","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:58419","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"f9b3b0b2-1ad4-4294-94f8-34e8abd8c8df","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:61523","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"8e8881f1-f507-42e9-85a9-08b99c1c8b06","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:63240","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"858d500e-387e-4af3-8978-e32dc3931836","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:64318","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"3bb8c527-9b81-4139-bfe9-17962039e335","Domar a la divina garza - Sergio Pitol.txt","literatura","char-offset:64616","EVENT","","","","","","","","#creación literaria|#narrativa","Creación literaria","",""
"8b378d01-5015-4d99-b16f-660aafdfb54c","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:64835","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"8819ae1c-3fec-47d2-ae6f-91a3e6ffffec","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:65228","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"ea53ef44-6b93-473c-aa03-944db168da12","Domar a la divina garza - Sergio Pitol.txt","la obra","char-offset:65363","EVENT","","","","","","","","#creación literaria|#narrativa|#intertexto","Proceso creativo","",""
"83bd3001-8eca-4d8d-85aa-98d080fe959d","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:70103","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"c8152058-8412-4d1e-9e21-f4a743c4ed51","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:71097","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"8d332e62-f30c-4e47-99ac-b744fec37098","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:76805","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"2dfb38d5-857d-4780-8e7b-8b9a26465598","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:77358","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"355391bb-a4ed-4b4a-90e6-a6772950d347","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:80249","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"6b8606b1-f1b1-429c-81a6-ae494650da50","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:82712","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"8fd6af61-839f-4464-b116-99563159cdad","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:87927","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"5805e69c-f8ca-4a43-ae09-f70f4255b547","Domar a la divina garza - Sergio Pitol.txt","libro","char-offset:93255","EVENT","","","","","","","","#creación literaria|#narrativa","Proceso creativo","",""
"acd89f86-f489-4ecb-b826-56f7a752b633","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:93626","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"80fd665f-c0e4-4a92-8a0a-6ab632dbddd4","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:101286","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"92059b7c-f6b6-4e17-ae91-3bee519237ee","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:103008","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"38454e37-932f-47ac-a19b-534f40bcaf60","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:106188","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"bf0de52a-424a-4b36-b85a-27822251cd4a","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:111271","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"d1cd6945-124c-4ade-b370-57264eb19799","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:115716","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"0a5db047-cc96-44bc-a62f-07fe96e65e72","Domar a la divina garza - Sergio Pitol.txt","Dante C. de la Estrella","char-offset:115774","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Protagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""","",""
"2d165acc-6673-4ddb-a667-65b29b4b0d54","Domar a la divina garza - Sergio Pitol.txt","atmósfera","char-offset:119315","EVENT","","","","","","","","#narrativa|#creación literaria|#novela","Campo semántico: creación literaria","",""
"873907e8-6de0-4249-b8d8-cc21d3c16367","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:120600","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"2d759c02-2991-40a7-9ccd-4cbf5b33ada1","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:127272","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"63edaa09-be3b-43a8-b4fc-f78318235409","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:133175","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"b3db5853-fcb2-40d0-8cad-4f8166d8c558","Domar a la divina garza - Sergio Pitol.txt","la obra","char-offset:139805","EVENT","","","","","","","","#creación literaria|#narrativa|#intertexto","Proceso creativo","",""
"859be6e4-1ac5-49b4-a798-a73e18dbfb5f","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:141080","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"482c0224-9581-46fe-b9c9-b5cbd89e1e89","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:149109","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"b397ab79-8d30-49f2-ac39-7ef2f30c5714","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:150212","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"48dabbba-e253-4bdf-a806-e51956e22de2","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:154231","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"128cc8b9-6417-4866-92c1-dfc36ee3a593","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:154694","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"f93976cf-18c1-46c0-ab6c-20528d05f384","Domar a la divina garza - Sergio Pitol.txt","Roma,","char-offset:156130","PLACE","http://dare.ht.lu.se/places/45810","Infernaccio, Roma","","41.82796","12.41433","","VERIFIED","","","",""
"af3871be-35db-4828-860c-ec712df62dfd","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:156332","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"f3084793-b0a1-4157-b4fa-a169ee6e7d0e","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:161397","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"c0732c1d-4ef6-4645-a40b-5c43c50c4f7e","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:162739","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"b950089b-3df7-4cf7-a9fe-385d207d768c","Domar a la divina garza - Sergio Pitol.txt","libro","char-offset:163778","EVENT","","","","","","","","#creación literaria|#narrativa","Proceso creativo","",""
"15b15dd8-7831-474a-82ee-a2bcd8fec438","Domar a la divina garza - Sergio Pitol.txt","la obra","char-offset:164953","EVENT","","","","","","","","#creación literaria|#narrativa|#intertexto","Proceso creativo","",""
"1f104132-226c-40aa-b867-30c449a46735","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:165134","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"fba58eee-a354-4e1c-9593-2f3380a5a11e","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:165846","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"ced643fa-c34f-40b5-81d0-550e277d2bdb","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:166518","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"79598d8c-8bc1-4a09-b013-b2d118a254f5","Domar a la divina garza - Sergio Pitol.txt","Dante C. de la Estrella","char-offset:167416","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Protagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""","",""
"0f400906-90d1-4da4-9448-c533584ebc31","Domar a la divina garza - Sergio Pitol.txt","protagonista","char-offset:169571","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes|#novelista","Personaje de DDG creado por el novelista","",""
"a086fcc5-461b-4254-8e67-48aed1c6342a","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:169910","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"d39a6dc3-7fae-4ad1-85b0-e09a2b733d1b","Domar a la divina garza - Sergio Pitol.txt","libro","char-offset:170496","EVENT","","","","","","","","#creación literaria|#narrativa","Proceso creativo","",""
"da4c8aaf-6fa8-4a82-8414-1bd6683088f1","Domar a la divina garza - Sergio Pitol.txt","la obra","char-offset:170925","EVENT","","","","","","","","#creación literaria|#narrativa|#intertexto","Proceso creativo","",""
"de8343e3-f2ea-4ac4-bc63-023c27905cdd","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:172256","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"84b473e4-40db-4f15-80d0-29df51c0a5c5","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:172319","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"fc9078a2-c3ac-4cb5-9947-6bc6910be699","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:173047","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"833dd3f0-91f1-42f3-ad83-218501082d3b","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:173847","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"f9c1910c-2682-4038-806f-8a0f56e3d514","Domar a la divina garza - Sergio Pitol.txt","libro","char-offset:173953","EVENT","","","","","","","","#creación literaria|#narrativa","Proceso creativo","",""
"c692d2f0-c6b5-48f8-af2b-7b9bdf4e0613","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:174594","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"00d9ad44-9f79-4cbe-9d6b-6c5b7d2601be","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:178090","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"44fce64e-63d9-49c2-bd4d-4c3188f182a5","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:178438","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"07a71830-5e38-4f32-9009-c1d1b6674bdb","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:179012","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"3337d111-7140-41ea-8d64-5b920af01b4d","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:179901","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"ddc3e85b-4431-4443-83a1-8215b896f18c","Domar a la divina garza - Sergio Pitol.txt","literatura","char-offset:179944","EVENT","","","","","","","","#creación literaria|#narrativa","Creación literaria","",""
"9fe1c4c7-9ced-4dc6-95be-515243401dfa","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:181464","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"2837fd0e-c616-4334-be02-b3801dbf0f63","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:181932","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"bb186267-873e-4b69-8b9a-f7b2203918c0","Domar a la divina garza - Sergio Pitol.txt","Gogol","char-offset:183522","PERSON","","","","","","","","#creación literaria|#narrativa|#carnaval|#intertexto","Escrior Ruso del Siglo XIX|Nicolás Gógol; Soróchintsy, Gobernación de Poltava, 1 de abril de 1809- Moscú; 4 de marzo de 1852) fue un escritor ruso​ de origen ucraniano. Cultivó varios géneros, pero fue notablemente conocido como dramaturgo, novelista y escritor de cuentos cortos. Su obra más conocida es, probablemente, Almas muertas, considerada por muchos como la primera novela moderna en lengua rusa.","",""
"e6c48863-e32a-41b8-829a-4e714b0967be","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:183694","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"d240cecf-2f52-468f-ad1a-75fc4e6b95fc","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:188377","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"975d6852-979c-4819-a0af-46a325bd0047","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:189241","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"ab3ec2cd-7944-4926-9a33-c3c4bf3b9bef","Domar a la divina garza - Sergio Pitol.txt","Dante C. de la Estrella","char-offset:190452","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Protagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""","",""
"327cd767-0832-4916-84be-26a93abc6d0b","Domar a la divina garza - Sergio Pitol.txt","Dante de la Estrella","char-offset:191290","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Nombre del protagonista de DDG","",""
"632b559f-5ec6-4085-a841-124847bd8315","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:192562","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"247831cf-e97d-4531-b748-f601c7c86b8a","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:192727","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"c3c38922-5cd1-48a6-affa-492b02bbe999","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:195786","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"dc9b8671-f019-4be8-994d-8d1ba6c23b0e","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:196342","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"753a1daf-ab47-42ee-b695-9784d29e6d65","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz,","char-offset:200561","PERSON","","","","","","","","#creación literaria|#narrativa|#personajes","Antagonista en DDG","",""
"cb520991-5b5d-4753-8bdd-bc17dd069f92","Domar a la divina garza - Sergio Pitol.txt","Estambul","char-offset:203982","PLACE","http://sws.geonames.org/745044","İstanbul","","41.01384","28.94966","","UNVERIFIED","","","",""
"dabb566a-c8c7-44d9-af48-2d8e649f675e","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:205192","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"4b94461b-b9ea-48bc-b002-d4b37cf13ad8","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:208163","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"e63e31ae-09c6-49fc-b1e8-4d52e6cca92a","Domar a la divina garza - Sergio Pitol.txt","México","char-offset:209040","PLACE","http://sws.geonames.org/3523272","México","","19.364702786652465","-99.63794497692585","","VERIFIED","","","",""
"11bcb621-2111-4d25-b613-bb9425649b69","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:213775","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"e16860f1-0c56-445d-b541-a672665ba7a3","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:215749","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
"594b8dea-22db-4e8d-b4ac-32a8c4f0be23","Domar a la divina garza - Sergio Pitol.txt","Marietta Karapetiz","char-offset:219118","PERSON","","","","","","","","#creación literaria|#narrativa|#novela|#personajes","Antagonista de DDG|Personaje de la novela escrita por el viejo novelista que se llamará ""Domar a la divina garza""

","",""
